pattern_id,sample_count,independent_sample_count,trade_count,ticker_count,sector_count,first_seen,last_seen,gross_pnl,net_pnl,avg_trade,median_trade,std_trade,winrate,avg_win,avg_loss,payoff_ratio,profit_factor,expectancy,max_drawdown,max_consecutive_losses,best_trade,worst_trade,top_5_trades_pnl,bottom_5_trades_pnl,pnl_without_best_trade,pnl_without_top_5_trades,pnl_without_worst_trade,sharpe,sortino,calmar,avg_holding_period_seconds,notes
PATTERN_000200,11,11,0,14,,2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=66.
PATTERN_000262,11,11,0,19,,2021-08-16T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=182.
PATTERN_000060,11,11,0,4,,2021-07-02T00:00:00+00:00,2024-06-05T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=105.
PATTERN_000320,11,11,0,1,,2021-07-08T00:00:00+00:00,2025-11-28T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=94.
PATTERN_000331,10,10,0,1,,2021-10-11T00:00:00+00:00,2026-03-11T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=69.
PATTERN_000071,9,9,0,1,,2022-06-30T00:00:00+00:00,2023-02-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=52.
PATTERN_000061,11,11,0,4,,2021-07-16T00:00:00+00:00,2023-11-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=113.
PATTERN_000286,10,10,0,6,,2021-09-15T00:00:00+00:00,2021-12-31T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=57.
PATTERN_000390,10,10,0,18,,2021-09-10T00:00:00+00:00,2021-12-06T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=91.
PATTERN_000016,11,11,0,20,,2021-09-10T00:00:00+00:00,2021-12-06T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=150.
PATTERN_000562,10,10,0,14,,2021-08-19T00:00:00+00:00,2022-02-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=75.
PATTERN_000470,11,11,0,15,,2021-08-19T00:00:00+00:00,2021-12-06T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=102.
PATTERN_000494,30,30,0,20,,2021-12-01T00:00:00+00:00,2022-05-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=30; verified independent events=30; raw pattern sample_count=117.
PATTERN_000129,11,11,0,2,,2021-08-24T00:00:00+00:00,2025-02-25T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=45.
PATTERN_000316,11,11,0,1,,2022-03-09T00:00:00+00:00,2026-04-02T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=172.
PATTERN_000453,11,11,0,3,,2021-07-02T00:00:00+00:00,2025-12-16T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=206.
PATTERN_000621,11,11,0,19,,2021-08-24T00:00:00+00:00,2022-02-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=89.
PATTERN_000622,10,10,0,8,,2021-12-09T00:00:00+00:00,2022-05-12T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=36.
PATTERN_000047,11,11,0,24,,2021-07-13T00:00:00+00:00,2024-01-31T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=1060.
PATTERN_000239,11,11,0,5,,2021-09-15T00:00:00+00:00,2025-02-25T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=63.
PATTERN_000317,11,11,0,1,,2022-02-24T00:00:00+00:00,2026-03-30T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=79.
PATTERN_000413,11,11,0,13,,2021-12-28T00:00:00+00:00,2026-04-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=438.
PATTERN_000318,9,9,0,1,,2022-04-04T00:00:00+00:00,2026-02-10T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=31.
PATTERN_000447,10,10,0,1,,2021-08-16T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=57.
PATTERN_000518,11,11,0,10,,2021-09-10T00:00:00+00:00,2023-04-19T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=79.
PATTERN_000205,10,10,0,14,,2021-11-23T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=108.
PATTERN_000332,11,11,0,1,,2021-07-08T00:00:00+00:00,2026-01-16T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=149.
PATTERN_000263,18,18,0,14,,2021-08-16T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=18; verified independent events=18; raw pattern sample_count=112.
PATTERN_000563,11,11,0,16,,2021-11-01T00:00:00+00:00,2022-02-09T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=89.
PATTERN_000414,11,11,0,4,,2021-08-16T00:00:00+00:00,2022-09-29T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=35.
PATTERN_000108,11,11,0,15,,2021-09-01T00:00:00+00:00,2021-11-12T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=124.
PATTERN_000830,11,11,0,22,,2022-05-02T00:00:00+00:00,2023-03-08T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=256.
PATTERN_000338,11,11,0,4,,2021-12-15T00:00:00+00:00,2026-03-09T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=111.
PATTERN_000145,11,11,0,4,,2021-12-01T00:00:00+00:00,2023-07-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=61.
PATTERN_000184,10,10,0,10,,2021-10-01T00:00:00+00:00,2022-10-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=123.
PATTERN_000339,11,11,0,4,,2021-08-16T00:00:00+00:00,2021-11-10T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=111.
PATTERN_000585,9,9,0,15,,2021-08-19T00:00:00+00:00,2023-05-09T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=89.
PATTERN_000367,11,11,0,26,,2021-12-14T00:00:00+00:00,2026-04-07T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=222.
PATTERN_000368,10,10,0,8,,2021-12-15T00:00:00+00:00,2025-07-01T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=49.
PATTERN_000300,11,11,0,3,,2021-11-09T00:00:00+00:00,2026-04-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=96.
PATTERN_000415,13,13,0,13,,2021-12-09T00:00:00+00:00,2025-03-18T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=13; verified independent events=13; raw pattern sample_count=205.
PATTERN_000240,11,11,0,11,,2021-09-23T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=323.
PATTERN_000178,11,11,0,2,,2021-11-01T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=85.
PATTERN_000495,10,10,0,14,,2021-10-14T00:00:00+00:00,2022-02-28T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=68.
PATTERN_000605,11,11,0,24,,2021-09-23T00:00:00+00:00,2024-04-24T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=1105.
PATTERN_000206,10,10,0,11,,2021-09-20T00:00:00+00:00,2023-04-24T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=43.
PATTERN_000062,10,10,0,4,,2021-07-21T00:00:00+00:00,2023-12-07T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=82.
PATTERN_000564,10,10,0,11,,2021-12-31T00:00:00+00:00,2023-04-14T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=82.
PATTERN_000098,9,9,0,1,,2021-10-06T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=67.
PATTERN_000416,10,10,0,7,,2021-12-31T00:00:00+00:00,2022-10-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=64.
PATTERN_000586,16,16,0,23,,2021-09-10T00:00:00+00:00,2025-08-29T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=16; verified independent events=16; raw pattern sample_count=122.
PATTERN_000471,11,11,0,20,,2021-08-19T00:00:00+00:00,2022-01-05T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=141.
PATTERN_000161,11,11,0,5,,2021-08-19T00:00:00+00:00,2021-12-31T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=73.
PATTERN_000207,11,11,0,24,,2022-02-23T00:00:00+00:00,2025-11-04T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=811.
PATTERN_000391,11,11,0,12,,2021-09-15T00:00:00+00:00,2023-05-09T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=73.
PATTERN_000162,10,10,0,4,,2021-08-19T00:00:00+00:00,2022-08-12T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=61.
PATTERN_000417,11,11,0,13,,2021-12-06T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=672.
PATTERN_000472,11,11,0,17,,2021-09-07T00:00:00+00:00,2022-05-25T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=101.
PATTERN_000185,10,10,0,5,,2023-02-08T00:00:00+00:00,2024-03-26T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=30.
PATTERN_000226,11,11,0,4,,2021-11-26T00:00:00+00:00,2025-06-04T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=139.
PATTERN_000130,11,11,0,4,,2022-07-21T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=37.
PATTERN_000623,10,10,0,13,,2021-09-23T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=76.
PATTERN_000448,11,11,0,1,,2021-07-02T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=113.
PATTERN_000001,11,11,0,24,,2021-07-13T00:00:00+00:00,2023-11-15T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=1224.
PATTERN_000325,10,10,0,1,,2021-07-16T00:00:00+00:00,2026-01-16T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=111.
PATTERN_000072,10,10,0,3,,2022-01-19T00:00:00+00:00,2025-12-08T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=171.
PATTERN_000048,11,11,0,24,,2021-07-13T00:00:00+00:00,2024-01-26T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=1075.
PATTERN_000086,11,11,0,24,,2021-10-22T00:00:00+00:00,2023-11-15T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=960.
PATTERN_000163,11,11,0,7,,2022-11-09T00:00:00+00:00,2025-12-11T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=435.
PATTERN_000099,11,11,0,1,,2021-09-10T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=79.
PATTERN_000519,10,10,0,16,,2021-09-15T00:00:00+00:00,2023-06-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=122.
PATTERN_000496,11,11,0,23,,2021-07-20T00:00:00+00:00,2025-03-24T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=486.
PATTERN_000208,11,11,0,10,,2021-10-14T00:00:00+00:00,2022-04-29T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=65.
PATTERN_000449,11,11,0,1,,2021-10-01T00:00:00+00:00,2025-12-30T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=44.
PATTERN_000109,10,10,0,15,,2021-08-16T00:00:00+00:00,2022-01-24T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=113.
PATTERN_000287,11,11,0,8,,2021-09-01T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=235.
PATTERN_000018,10,10,0,18,,2021-09-15T00:00:00+00:00,2022-01-24T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=167.
PATTERN_000179,10,10,0,2,,2021-09-01T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=71.
PATTERN_000083,11,11,0,1,,2021-07-16T00:00:00+00:00,2025-11-28T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=68.
PATTERN_000110,11,11,0,20,,2022-02-23T00:00:00+00:00,2025-09-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=752.
PATTERN_000288,10,10,0,6,,2021-08-19T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=66.
PATTERN_000264,11,11,0,17,,2021-09-15T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=139.
PATTERN_000227,10,10,0,4,,2021-11-09T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=43.
PATTERN_000418,10,10,0,6,,2021-09-01T00:00:00+00:00,2023-04-24T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=35.
PATTERN_000419,11,11,0,10,,2021-08-16T00:00:00+00:00,2023-05-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=128.
PATTERN_000436,11,11,0,2,,2021-07-02T00:00:00+00:00,2026-04-15T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=105.
PATTERN_000312,11,11,0,1,,2021-08-03T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=101.
PATTERN_000392,10,10,0,20,,2021-08-16T00:00:00+00:00,2023-06-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=114.
PATTERN_000228,11,11,0,4,,2021-08-16T00:00:00+00:00,2026-01-27T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=179.
PATTERN_000002,11,11,0,23,,2021-12-14T00:00:00+00:00,2023-08-30T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=210.
PATTERN_000111,10,10,0,10,,2021-12-28T00:00:00+00:00,2023-04-19T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=46.
PATTERN_000454,11,11,0,3,,2021-07-16T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=137.
PATTERN_000473,11,11,0,6,,2021-10-19T00:00:00+00:00,2022-12-29T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=42.
PATTERN_000073,11,11,0,3,,2021-07-29T00:00:00+00:00,2026-04-16T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=83.
PATTERN_000474,11,11,0,16,,2021-08-19T00:00:00+00:00,2021-12-09T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=230.
PATTERN_000393,11,11,0,26,,2021-08-16T00:00:00+00:00,2025-06-26T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=327.
PATTERN_000265,11,11,0,27,,2021-11-12T00:00:00+00:00,2026-05-06T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=733.
PATTERN_000131,11,11,0,4,,2021-07-21T00:00:00+00:00,2026-02-26T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=195.
PATTERN_000808,10,10,0,11,,2021-10-01T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=75.
PATTERN_000520,11,11,0,18,,2021-08-24T00:00:00+00:00,2022-10-07T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=128.
PATTERN_000313,11,11,0,1,,2021-07-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=173.
PATTERN_000394,10,10,0,22,,2021-08-19T00:00:00+00:00,2023-07-27T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=116.
